Namespace,Key,SourceString,Comment
Story,STORY_C03_M06_CLEAR_01,"균열 결정이 안정됐습니다. 심연도 규칙을 가집니다. 규칙이 있다면 끊을 수 있습니다.","라온 3-6 완료"
Story,STORY_C03_M07_INTRO_01,"이 방의 명패는 모두 비어 있습니다. 이름이 지워져도 남은 선택은 사라지지 않아요.","이리스 3-7 진입"
Story,STORY_C03_M07_CLEAR_01,"제 원본 이름은 확인되지 않았습니다. 하지만 기록 목적은 유지됩니다. 당신을 다음 문까지 안내합니다.","라온 3-7 완료"
Story,STORY_C03_M08_INTRO_01,"검은 수호석이 보입니다. 루미나의 수호석과 같은 구조지만 빛의 방향이 반대입니다.","이리스 3-8 진입"
Story,STORY_C03_M08_CLEAR_01,"성소의 빛이 꺼지지 않았습니다. 어둠 속에서도 붙잡을 수 있는 규칙은 남아 있습니다.","이리스 3-8 완료"
Story,STORY_C03_M09_INTRO_01,"문이 심장처럼 움직입니다. 들리는 이름이 있다면 대답하지 말고 앞으로만 보세요.","이리스 3-9 진입"
Story,STORY_C03_M09_CLEAR_01,"기억 파편이 당신을 알아봤습니다. 이제 그림자의 옥좌가 문 너머에서 기다립니다.","이리스 3-9 완료"
Story,STORY_C03_M10_BOSS_01,"오래 걸으셨군요. 잊은 문장까지 되찾고 싶다면 이쪽으로 오십시오. 다시, 이쪽으로.","베르카스 보스 시작"
Story,STORY_C03_M10_BOSS_02,"되찾을 기억은 제가 고르겠습니다. 문을 열어 준다고 해서 따라가지는 않아요.","주인공 보스 응답"
Story,STORY_C03_M10_CLEAR_01,"쓰러진 것은 군주의 그림자뿐입니다. 본체는 아직 심연 깊은 곳에서 문을 붙잡고 있습니다.","이리스 3-10 완료"
Story,STORY_C03_M10_CLEAR_02,"그래도 오늘의 문은 닫혔습니다. 다음 환생에서 이 기억은 당신을 더 멀리 데려갈 거예요.","챕터3 후속 연결"
Story,STORY_C04_M01_INTRO_01,"역광 진입로입니다. 빛이 등 뒤에서 오는 것처럼 보이지만 실제 좌표는 앞쪽으로 밀리고 있습니다.","나디아 4-1 진입"
Story,STORY_C04_M01_CLEAR_01,"뒤집힌 등불이 안정됐습니다. 달빛은 이곳에서 비추는 힘보다 방향을 정하는 힘에 가깝습니다.","나디아 4-1 완료"
Story,STORY_C04_M02_INTRO_01,"재가 문장을 반복합니다. 실패 기록을 불태워도 남은 열은 같은 말을 되살립니다.","나디아 4-2 진입"
Story,STORY_C04_M02_CLEAR_01,"숨긴 기록을 확인했습니다. 은등 연구회는 죄를 지우려 한 게 아니라 다시 읽히지 않게 막으려 했습니다.","나디아 4-2 완료"
Story,STORY_C04_M03_INTRO_01,"서리 다리가 빛을 꺾고 있습니다. 좌표가 환생 때 본 장면과 같은 방향으로 접힙니다.","라온 4-3 진입"
Story,STORY_C04_M03_CLEAR_01,"회절 좌표가 일치합니다. 당신의 기억은 심연 장치 바깥에 있지 않습니다.","라온 4-3 완료"
Story,STORY_C04_M04_INTRO_01,"저 탑은 균열을 닫기보다 박자를 맞추고 있어요. 누군가 베르카스의 문장에 손을 빌려줬군요.","이리스 4-4 진입"
Story,STORY_C04_M04_CLEAR_01,"조율탑의 번개가 멎었습니다. 월영의 사도 안에서도 같은 달을 보지 않는 이들이 있습니다.","이리스 4-4 완료"
Story,STORY_C04_M05_ELITE_01,"비추는 쪽이 문을 정합니다. 들어온 빛은 나가지 못하고 나간 어둠은 돌아오지 않습니다.","역광의 감시자 미니보스 시작"
Story,STORY_C04_M05_ELITE_02,"문이 방향으로 정해진다면, 이번에는 제가 방향을 바꾸겠습니다.","주인공 미니보스 응답"
Story,STORY_C04_M05_CLEAR_01,"중간 봉인로가 열렸습니다. 역광은 부서진 게 아니라 잠시 방향을 잃었습니다.","나디아 4-5 완료"
Story,STORY_C04_M06_INTRO_01,"달빛이 아래에서 위로 흐릅니다. 환생 기억이 힘이 되는 만큼 심연의 연료도 될 수 있습니다.","이리스 4-6 진입"
Story,STORY_C04_M06_CLEAR_01,"역류층이 진정됐습니다. 반복은 강함만 남기는 길이 아니라 책임도 남기는 길입니다.","이리스 4-6 완료"
Story,STORY_C04_M07_INTRO_01,"서약문이 소리 없이 떠오릅니다. 연구회 일부는 균열을 닫지 못해 약속으로 고정했습니다.","나디아 4-7 진입"
Story,STORY_C04_M07_CLEAR_01,"무음 서약이 풀렸습니다. 약속은 문을 붙잡을 수 있지만 죄를 없애지는 못합니다.","나디아 4-7 완료"
Story,STORY_C04_M08_INTRO_01,"기록 신호가 흔들립니다. 이 구역에서는 제 보고보다 당신이 직접 본 장면을 우선하십시오.","라온 4-8 진입"
Story,STORY_C04_M08_CLEAR_01,"공백 렌즈가 멈췄습니다. 기록되지 않은 장면도 실제로 일어난 일입니다.","라온 4-8 완료"
Story,STORY_C04_M09_INTRO_01,"심연 문장이 겹쳐 있습니다. 누군가 당신의 기억을 서약의 문장으로 바꾸려 합니다.","이리스 4-9 진입"
Story,STORY_C04_M09_CLEAR_01,"문장 심도가 열렸습니다. 아스테리온의 옥좌가 마지막 줄을 붙잡고 있습니다.","이리스 4-9 완료"
Story,STORY_C04_M10_BOSS_01,"읽으십시오. 반복하십시오. 서약하십시오. 문은 닫히지 않습니다. 문은 방향을 기다립니다.","아스테리온 보스 시작"
Story,STORY_C04_M10_BOSS_02,"따라 읽지는 않겠습니다. 문장이 길을 정한다면 제가 끝을 다시 쓰겠습니다.","주인공 보스 응답"
Story,STORY_C04_M10_CLEAR_01,"아스테리온의 문장이 뒤집혔습니다. 오늘 문은 닫히지 않았지만 현계를 향하던 역광은 꺾였습니다.","이리스 4-10 완료"
Story,STORY_C04_M10_CLEAR_02,"베르카스의 본체는 더 깊은 문 너머에 있습니다. 그래도 이제 우리는 문이 향하는 쪽을 볼 수 있습니다.","챕터4 후속 연결"
Story,STORY_C05_M01_INTRO_01,"아스테리온이 뒤집은 문 아래입니다. 여기서부터는 빛이 닿지 않으니, 기록의 좌표만 믿고 내려가십시오.","나디아 5-1 진입"
Story,STORY_C05_M01_CLEAR_01,"하강로의 첫 층이 안정됐습니다. 군주의 본체는 그림자처럼 멀지 않습니다. 이미 우리 아래에서 숨 쉬고 있습니다.","나디아 5-1 완료"
Story,STORY_C05_M02_INTRO_01,"꺼진 등불이 줄지어 있습니다. 은등 연구회가 닫지 못한 첫 균열은 이렇게 묘역으로 남았습니다.","나디아 5-2 진입"
Story,STORY_C05_M02_CLEAR_01,"첫 균열의 흔적을 확인했습니다. 시작을 막지 못한 죄는 끝에서 갚을 수밖에 없습니다.","나디아 5-2 완료"
Story,STORY_C05_M03_INTRO_01,"기억이 가라앉아 굳어 있습니다. 베르카스는 당신의 환생을 막지 않았습니다. 그 반복을 연료로 모았을 뿐입니다.","라온 5-3 진입"
Story,STORY_C05_M03_CLEAR_01,"침전지가 흩어졌습니다. 연료가 된 기억도 결국 당신의 것입니다. 빼앗긴 줄 알았던 것을 되찾으십시오.","라온 5-3 완료"
Story,STORY_C05_M04_INTRO_01,"무너진 성소의 잔향이 맴돕니다. 월영의 사도가 마지막 성흔을 여기에 숨겼습니다.","이리스 5-4 진입"
Story,STORY_C05_M04_CLEAR_01,"마지막 성흔을 회수했습니다. 사도가 남긴 빛은 군주를 이기기 위함이 아니라, 당신이 길을 잃지 않게 하기 위함입니다.","이리스 5-4 완료"
Story,STORY_C05_M05_ELITE_01,"군주께서는 직접 말씀하지 않으십니다. 그분의 목소리는 제가 대신 전합니다. 돌아가십시오, 이 메아리가 마지막 경고입니다.","공허의 전령 미니보스 시작"
Story,STORY_C05_M05_ELITE_02,"대신 전하는 목소리라면, 대신 끊겠습니다. 군주에게는 제가 직접 가서 말하겠습니다.","주인공 미니보스 응답"
Story,STORY_C05_M05_CLEAR_01,"반향로가 잠잠해졌습니다. 전령은 쓰러졌지만 군주의 목소리는 더 깊은 곳에서 여전히 울립니다.","나디아 5-5 완료"
Story,STORY_C05_M06_INTRO_01,"결정 심부는 차갑습니다. 본체에 가까울수록 기억이 얼어붙으니, 지금 무엇을 지키려는지 잊지 마십시오.","이리스 5-6 진입"
Story,STORY_C05_M06_CLEAR_01,"심부를 통과했습니다. 얼어붙은 기억 속에서도 당신은 지킬 것을 놓지 않았습니다.","이리스 5-6 완료"
Story,STORY_C05_M07_INTRO_01,"찢긴 차원이 어둠으로 봉합돼 있습니다. 제 기록은 여기까지입니다. 나머지는 당신이 직접 써 주십시오.","나디아 5-7 진입"
Story,STORY_C05_M07_CLEAR_01,"봉합지를 넘었습니다. 기록자는 끝을 보지 못해도, 끝까지 기록하는 사람입니다. 부디 그 끝을 보여 주십시오.","나디아 5-7 완료"
Story,STORY_C05_M08_INTRO_01,"뇌명 차단막이 마지막 경계를 칩니다. 이 막을 넘으면 기록과 현실은 더 이상 나뉘지 않습니다.","라온 5-8 진입"
Story,STORY_C05_M08_CLEAR_01,"차단막이 갈라졌습니다. 저는 기록 인격이지만, 이 경계만큼은 당신과 함께 넘겠습니다.","라온 5-8 완료"
Story,STORY_C05_M09_INTRO_01,"옥좌 전실입니다. 저는 월영의 사도로서 마지막으로 경고합니다. 군주를 꺾어도 균열의 근원이 사라지는 것은 아닙니다.","이리스 5-9 진입"
Story,STORY_C05_M09_CLEAR_01,"그럼에도 가시겠다면 막지 않겠습니다. 이 선택만큼은 사도가 아니라 당신의 것입니다.","이리스 5-9 완료"
Story,STORY_C05_M10_BOSS_01,"드디어 그림자가 아니라 직접 오셨군요. 당신의 모든 환생은 결국 이 옥좌로 모이는 길이었습니다.","베르카스 본체 보스 시작"
Story,STORY_C05_M10_BOSS_02,"길을 정한 것은 당신이 아닙니다. 여기까지 걸어온 건 나 자신입니다. 그 차이를 지금 보여 드리겠습니다.","주인공 보스 응답"
Story,STORY_C05_M10_CLEAR_01,"심연 옥좌가 무너졌습니다. 군주의 본체가 붙잡고 있던 차원이 비로소 제자리로 돌아옵니다.","이리스 5-10 완료"
Story,STORY_C05_M10_CLEAR_02,"근원의 균열은 여전히 남아 있습니다. 그러나 오늘 당신은 군주가 아니라 자신의 의지로 그 끝에 닿았습니다.","챕터5 후속 연결"
