Namespace,Key,SourceString,Comment
UI,TRANSCEND_FEEDBACK_FORMAT,"초월! {Multiplier} 적용","초월 패널"
UI,CLASS_PANEL_TITLE,"시작 직업","직업 선택"
UI,CLASS_PANEL_SUBTITLE,"5직업","직업 선택"
UI,CLASS_WARRIOR_NAME,"전사","직업 선택"
UI,CLASS_WARRIOR_ROLE,"근접 방어형","직업 선택"
UI,CLASS_MAGE_NAME,"마법사","직업 선택"
UI,CLASS_MAGE_ROLE,"원거리 마법형","직업 선택"
UI,CLASS_ARCHER_NAME,"궁수","직업 선택"
UI,CLASS_ARCHER_ROLE,"치명 원거리형","직업 선택"
UI,CLASS_THIEF_NAME,"도적","직업 선택"
UI,CLASS_THIEF_ROLE,"회피 폭딜형","직업 선택"
UI,CLASS_CLERIC_NAME,"성직자","직업 선택"
UI,CLASS_CLERIC_ROLE,"회복 지원형","직업 선택"
UI,CLASS_SELECTED,"선택됨","직업 선택"
UI,CLASS_SELECT,"선택","직업 선택"
UI,SKILL_READY,"준비됨","스킬 HUD"
UI,SKILL_COOLDOWN_FORMAT,"{Seconds}s","스킬 HUD"
UI,SKILL_POINTS_FORMAT,"스킬 포인트 {Points}","스킬 HUD"
UI,SKILL_RANK_FORMAT,"랭크 {Rank}/{MaxRank}","스킬 HUD"
UI,ULTIMATE_READY,"궁극기 준비됨","궁극기 HUD"
UI,ULTIMATE_CHARGE_FORMAT,"ULTIMATE {Percent}%","궁극기 HUD"
UI,PET_PANEL_TITLE,"펫","펫 패널"
UI,PET_EQUIPPED_NONE,"장착: 없음","펫 패널"
UI,PET_EQUIPPED_FORMAT,"장착: {PetId}","펫 패널"
UI,PET_LEVEL_FORMAT,"Lv {Level}/{MaxLevel}","펫 패널"
UI,PET_FEED_COST_FORMAT,"먹이 {Gold} 골드","펫 패널"
UI,PET_FEED_COST_MAX,"먹이 최대","펫 패널"
UI,PET_FEED_STATUS_READY,"먹이기 가능","펫 패널"
UI,PET_FEED_STATUS_NEED_GOLD,"골드 부족","펫 패널"
UI,PET_FEED_STATUS_MAX,"최대 레벨","펫 패널"
UI,PET_FEED_FEEDBACK_SUCCESS_FORMAT,"Lv {Level}! -{Gold} 골드","펫 먹이기 결과"
UI,PET_FEED_FEEDBACK_BLOCKED,"먹이기 불가","펫 먹이기 결과"
UI,SEASON_PASS_TITLE,"시즌 패스","시즌 패널"
UI,SEASON_PROGRESS_FORMAT,"티어 {Reached} / {Total}","시즌 패널"
UI,SEASON_TIER_FORMAT,"티어 {Tier}","시즌 패널"
UI,SEASON_REQUIREMENT_FORMAT,"{Tokens} 토큰","시즌 패널"
UI,SEASON_CLAIMED,"수령 완료","시즌 패널"
UI,STAGE_INDICATOR_TITLE,"스테이지","스테이지 HUD"
UI,STAGE_CHAPTER_FORMAT,"챕터 {Chapter}","스테이지 HUD"
UI,STAGE_PROGRESS_FORMAT,"스테이지 {Chapter}-{Stage} {Current}/{Target}","스테이지 HUD"
UI,STAGE_BOSS_BADGE,"보스","스테이지 HUD"
UI,STAGE_WEAKNESS_FORMAT,"약점: {Element}","스테이지 HUD"
UI,STAGE_CHAPTER_ENTRY_FORMAT,"챕터 {Chapter} 진입","스테이지 HUD"
UI,STAGE_CHAPTER_CLEAR_FORMAT,"챕터 {Chapter} 클리어","스테이지 HUD"
UI,BOSS_HUD_TITLE,"보스","보스 HUD"
UI,BOSS_HP_FORMAT,"HP {Current} / {Max}","보스 HUD"
UI,BOSS_PHASE_FORMAT,"페이즈 {Phase}","보스 HUD"
UI,BOSS_SPECIAL_WARNING,"특수 공격!","보스 HUD"
UI,ELEMENT_NONE,"없음","속성 라벨"
UI,ELEMENT_FIRE,"화염","속성 라벨"
UI,ELEMENT_ICE,"빙결","속성 라벨"
UI,ELEMENT_LIGHTNING,"번개","속성 라벨"
UI,ELEMENT_HOLY,"신성","속성 라벨"
UI,ENHANCE_PANEL_TITLE,"강화","강화 패널"
UI,ENHANCE_SLOT_WEAPON,"무기","강화 슬롯"
UI,ENHANCE_SLOT_HELMET,"투구","강화 슬롯"
UI,ENHANCE_SLOT_TOP,"상의","강화 슬롯"
UI,ENHANCE_SLOT_BOTTOM,"하의","강화 슬롯"
UI,ENHANCE_SLOT_SHOES,"신발","강화 슬롯"
UI,ENHANCE_SLOT_GLOVES,"장갑","강화 슬롯"
UI,ENHANCE_SLOT_CLOAK,"망토","강화 슬롯"
UI,ENHANCE_SLOT_ACCESSORY,"장신구","강화 슬롯"
UI,ENHANCE_LEVEL_FORMAT,"+{Level} / {MaxLevel}","강화 패널"
UI,ENHANCE_COST_FORMAT,"비용 {Cost}","강화 패널"
UI,ENHANCE_SUCCESS_FORMAT,"성공 {Percent}%","강화 패널"
UI,ENHANCE_STATUS_EMPTY,"비어 있음","강화 패널"
UI,ENHANCE_STATUS_MAX,"최대","강화 패널"
UI,ENHANCE_STATUS_NEED_GOLD,"골드 부족","강화 패널"
UI,ENHANCE_STATUS_READY,"가능","강화 패널"
UI,ACTION_ENHANCE,"강화","강화 액션"
UI,ENHANCE_FEEDBACK_SUCCESS_FORMAT,"성공 +{Level} (-{Gold} 골드)","강화 결과"
UI,ENHANCE_FEEDBACK_FAIL_FORMAT,"실패 (-{Gold} 골드)","강화 결과"
UI,ENHANCE_FEEDBACK_BLOCKED,"강화 불가","강화 결과"
UI,STAT_PANEL_TITLE,"능력치","스탯 분배 패널"
UI,STAT_AVAILABLE_FORMAT,"포인트 {Points}","스탯 분배 패널"
UI,STAT_VALUE_FORMAT,"{Total} (+{Allocated})","스탯 분배 패널"
UI,STAT_RESET,"초기화","스탯 분배 액션"
UI,STAT_INFO_TITLE,"능력치 정보","캐릭터 능력치 정보 패널"
UI,STAT_INFO_TOGGLE,"능력치 정보","캐릭터 능력치 정보 토글"
UI,STAT_INFO_HEADER_FORMAT,"{Class}  Lv. {Level}  환생 {Rebirth}","캐릭터 능력치 정보 헤더"
UI,STAT_INFO_HP,"HP","캐릭터 파생 능력치"
UI,STAT_INFO_MP,"MP","캐릭터 파생 능력치"
UI,STAT_INFO_PHYS_ATK,"물공","캐릭터 파생 능력치"
UI,STAT_INFO_MAGIC_ATK,"마공","캐릭터 파생 능력치"
UI,STAT_INFO_PHYS_DEF,"물방","캐릭터 파생 능력치"
UI,STAT_INFO_MAGIC_DEF,"마방","캐릭터 파생 능력치"
UI,STAT_INFO_ATK_SPEED,"공속","캐릭터 파생 능력치"
UI,STAT_INFO_CRIT_RATE,"치확","캐릭터 파생 능력치"
UI,STAT_INFO_CRIT_DMG,"치피","캐릭터 파생 능력치"
UI,STAT_INFO_DODGE,"회피","캐릭터 파생 능력치"
UI,STAT_INFO_ACCURACY,"명중","캐릭터 파생 능력치"
UI,RARITY_NONE,"없음","아이템 희귀도"
UI,RARITY_COMMON,"일반","아이템 희귀도"
UI,RARITY_UNCOMMON,"고급","아이템 희귀도"
UI,RARITY_RARE,"희귀","아이템 희귀도"
UI,RARITY_EPIC,"영웅","아이템 희귀도"
UI,RARITY_LEGENDARY,"전설","아이템 희귀도"
UI,RARITY_MYTHIC,"신화","아이템 희귀도"
UI,AFFIX_CRIT_RATE_FORMAT,"치명 +{Percent}%","장비 affix"
UI,AFFIX_ATK_SPEED_FORMAT,"공속 +{Value}","장비 affix"
UI,AFFIX_MAGIC_ATK_FORMAT,"마공 +{Value}","장비 affix"
UI,ITEM_SET_WARRIOR,"전사","장비 세트"
UI,ITEM_SET_GUARDIAN,"수호","장비 세트"
UI,ITEM_SET_ARCANE,"비전","장비 세트"
UI,SET_TIER_INACTIVE,"세트 보너스 없음","장비 세트 HUD"
UI,SET_TIER_TWO_ACTIVE,"2세트 활성","장비 세트 HUD"
UI,SET_TIER_FOUR_ACTIVE,"4세트 활성","장비 세트 HUD"
UI,SET_NEXT_TIER_FORMAT,"다음 {Piece}세트: {Needed}개 필요","장비 세트 HUD"
UI,SET_NEXT_COMPLETE,"세트 완성","장비 세트 HUD"
UI,SET_SUMMARY_FORMAT,"{SetName} 세트 {Count}/4 ({Tier})","장비 세트 HUD"
UI,SET_BONUS_SUMMARY_FORMAT,"보너스: {Bonus}","장비 세트 HUD"
UI,SET_BONUS_INACTIVE,"보너스: -","장비 세트 HUD"
UI,SET_BONUS_FLAT_FORMAT,"{Stat} +{Value}","장비 세트 HUD"
UI,SET_BONUS_PERCENT_FORMAT,"{Stat} +{Percent}%","장비 세트 HUD"
UI,SHOP_PANEL_TITLE,"골드 상점","상점 패널"
UI,SHOP_GEAR_ROLL_COST_FORMAT,"장비 뽑기 {Cost} 골드","상점 패널"
UI,SHOP_GEAR_ROLL_BUTTON,"장비 뽑기","상점 액션"
UI,SHOP_STATUS_READY,"보장 장비 획득 가능","상점 패널"
UI,SHOP_STATUS_NEED_GOLD,"골드 부족","상점 패널"
UI,SHOP_RESULT_SUCCESS_FORMAT,"{Rarity} {ItemName} 획득!","상점 결과"
UI,SHOP_RESULT_BLOCKED,"구매 불가","상점 결과"
UI,SAVE_PROGRESS_SAVED,"저장됨","Save HUD"
UI,CLOUD_SYNC_SYNCING,"동기화 중...","Cloud save HUD"
UI,CLOUD_SYNC_SYNCED,"클라우드 저장됨","Cloud save HUD"
UI,CLOUD_SYNC_OFFLINE,"오프라인","Cloud save HUD"
UI,CLOUD_SYNC_CONFLICT,"동기화 충돌","Cloud save HUD"
